"id","issn_l","issn","display_name","type"
S2765027770,"0075-4625","[""0075-4625""]","Jyväskylä studies in education, psychology and social research",journal
S118892369,"0313-6221","[""0313-6221"", ""1832-8334""]",Parergon,journal
S82884602,"0210-5810","[""0210-5810"", ""1576-2912"", ""1988-4273""]",Anuario de Estudios Americanos,journal
S4210238642,"0078-3390","[""0078-3390""]",Ökonometrie und Unternehmensforschung,book series
S4210232029,"2076-0752","[""2076-0752""]",Arts,journal
S12440265,"0022-0183","[""0022-0183"", ""1740-5580""]",The Journal of Criminal Law,journal
S2898469629,"2405-6618","[""2405-6618""]",Reproductive Biomedicine & Society Online,journal
S4210185638,"1534-6781","[""1534-6781"", ""2214-9902""]",Ius gentium,book series
S176417662,"1016-264X","[""1016-264X"", ""1664-2902""]",Zeitschrift für Neuropsychologie,journal
S4210193113,"1913-9047","[""1913-9047"", ""1913-9055""]",Journal of Politics and Law,journal
S4210219323,"1519-6089","[""1519-6089"", ""1984-7289""]",Civitas - Revista de Ciências Sociais,journal
S2764980330,"2326-7836","[""2326-7836"", ""2326-7852""]",Violence and Gender,journal
S2898346768,"0041-8633","[""0041-8633"", ""2448-4873""]",Boletín Mexicano de Derecho Comparado,journal
S115206073,"0324-4652","[""0324-4652"", ""1588-2810""]",Neohelicon,journal
S190046117,"1389-1359","[""1389-1359"", ""1574-096X""]",Yearbook of international humanitarian law,book series
S4210168304,"2195-2825","[""2195-2825"", ""2195-2817""]","Simulation foundations, methods and applications",book series
S49164534,"1793-9933","[""1793-9933"", ""1793-9941""]",Journal of International Commerce Economics and Policy,journal
S161978192,"0035-1776","[""0035-1776"", ""1955-2343""]",Revue de Synthèse,journal
S951853888,"0211-5743","[""0211-5743"", ""1885-6721"", ""1989-0648""]",Revista Española de Derecho Constitucional,journal
S122833416,"0043-0978","[""0043-0978"", ""2192-8762""]",WASSERWIRTSCHAFT,journal
S18195182,"1877-7236","[""1877-7236"", ""1877-7244""]",Water History,journal
S2764370498,"2079-9705","[""2079-9705"", ""2079-9713""]",Regional Research of Russia,journal
S14785723,"0947-076X","[""0947-076X"", ""1522-2454""]",Vakuum in Forschung und Praxis,journal
S4210193514,"0921-8106","[""0921-8106""]",Industrial Crisis Quarterly,journal
S167080051,"0717-2877","[""0717-2877"", ""0718-0012""]",Ius et Praxis,journal
S144188811,"1614-9920","[""1614-9920"", ""1614-9939""]",European Review of Contract Law,journal
S4210189138,"2327-5448","[""2327-5448"", ""2327-5456""]",Advances in chemical and materials engineering book series,book series
S4210231853,"2673-3145","[""2673-3145""]",Frontiers in Political Science,journal
S4210176326,"0036-7486","[""0036-7486"", ""1424-4004""]",Schweizerische Ärztezeitung,journal
S2764641216,"0425-4597","[""0425-4597"", ""1604-3030""]",Ethnologia Europaea,journal
S36560201,"1474-225X","[""1474-225X"", ""1747-0234""]",International Journal for the Study of the Christian Church,journal
S30077822,"0252-9203","[""0252-9203"", ""1940-5952""]",Social Sciences in China,journal
S4210173875,"2168-9105","[""2168-9105"", ""2168-9113""]",Res Philosophica,journal
S4210203293,"0375-121X","[""0375-121X""]",Repertorium novarum specierum regni vegetabilis,journal
S28909093,"0931-279X","[""0931-279X"", ""1863-8953""]",Sozial Extra,journal
S2764918286,"2352-5525","[""2352-5525"", ""2352-5533""]",Ethics Medicine and Public Health,journal
S109692114,"0066-5061","[""0066-5061"", ""1988-4230""]",Anuario de Estudios Medievales,journal
S2764443726,"1425-3305","[""1425-3305"", ""2300-9802""]",Logic and Logical Philosophy,journal
S4210177030,"0752-5702","[""0752-5702"", ""1777-5906""]",Histoire économie et société,journal
S191782446,"1930-1650","[""1930-1650"", ""1930-1669""]",International Journal of Information Security and Privacy,journal
S4210176398,"0743-4154","[""0743-4154"", ""2754-1819""]",Research in the history of economic thought and methodology,book series
S4210220267,"0022-2232","[""0022-2232""]",Journal of librarianship,journal
S4210174999,"2079-8555","[""2079-8555"", ""2310-0524""]",Baltic Region,journal
S4306529091,,"[]",Samorząd Terytorialny,journal
S4210226438,"0424-2513","[""0424-2513"", ""0976-4666""]",Economic Affairs,journal
S196718495,"0961-5768","[""0961-5768"", ""1757-8442""]",King s Law Journal,journal
S2764878150,"0286-7737","[""0286-7737"", ""1884-0973""]",Journal of the Japan Society of Engineering Geology,journal
S4210184383,"0716-1115","[""0716-1115"", ""0718-3089""]",Estudios Públicos,journal
S2764398122,"1845-9757","[""1845-9757"", ""1846-887X""]",Financial Theory and Practice,journal
S2736391205,"1579-0185","[""1579-0185"", ""2385-4626""]",Redes Revista hispana para el análisis de redes sociales,journal
S111070283,"0039-3738","[""0039-3738"", ""1543-0383""]",Studies in philology,journal
S2764604626,"1916-9795","[""1916-9795"", ""1916-9809""]",Journal of Mathematics Research,journal
S87634573,"1939-6716","[""1939-6716"", ""1942-1273""]",Journal of late antiquity,journal
S4210228320,"2380-6567","[""2380-6567""]",European Policy Analysis,journal
S4210174338,"0094-7679","[""0094-7679"", ""2641-2071""]",Journalism History,journal
S78839342,"1871-9732","[""1871-9732"", ""1871-9740""]",International Community Law Review,journal
S4210239305,"1380-3603","[""1380-3603"", ""1744-4195""]",Christian bioethics Non-Ecumenical Studies in Medical Morality,journal
S4306419424,,"[]",International Conference on Embedded Wireless Systems and Networks,conference
S2737763312,"1847-8344","[""1847-8344"", ""1847-9375""]",Business Systems Research Journal,journal
S4210175978,"1957-7796","[""1957-7796""]",Revue de la régulation,journal
S4210173193,"1675-8110","[""1675-8110"", ""2180-2483""]",Malaysian Journal of Learning and Instruction,journal
S2898590347,"0870-9025","[""0870-9025"", ""2173-4135""]",Revista Portuguesa de Saúde Pública,journal
S4210234941,"0014-2123","[""0014-2123"", ""1703-7891""]",Études internationales,journal
S193646740,"1340-3451","[""1340-3451"", ""1883-082X""]",Nihon Toseki Igakkai Zasshi,journal
S140252737,"0716-9132","[""0716-9132"", ""0718-0950""]",Revista de derecho,journal
S4210227523,"1981-1179","[""1981-1179""]",ID on line REVISTA DE PSICOLOGIA,journal
S2764527781,"2041-4005","[""2041-4005"", ""2041-4013""]",Transnational Legal Theory,journal
S123416243,"0340-613X","[""0340-613X"", ""2196-9000""]",Geschichte und Gesellschaft,journal
S4210171472,"1439-880X","[""1439-880X"", ""1862-0043""]",Zeitschrift für Wirtschafts- und Unternehmensethik,journal
S4210192185,"1876-0880","[""1876-0880"", ""1876-0899""]",Future city,book series
S4210234655,"2071-8160","[""2071-8160"", ""2541-9099""]",MGIMO Review of International Relations,journal
S4210174860,"1732-9442","[""1732-9442"", ""2082-8926""]",Forest Research Papers,journal
S2764966877,"1745-641X","[""1745-641X"", ""1745-6428""]",Work Organisation Labour & Globalisation,journal
S75440718,"1472-6696","[""1472-6696"", ""1741-2021""]",Legal Information Management,journal
S79873615,"1015-8758","[""1015-8758"", ""2309-9089""]",Acta Theologica,journal
S2736428834,"2179-8966","[""2179-8966""]",Revista Direito e Práxis,journal
S4210182954,"0210-9174","[""0210-9174"", ""1988-8538""]",Revista de Filología Española,journal
S4210226134,"1997-1370","[""1997-1370"", ""2313-6014""]",Journal of Siberian Federal University Humanities & Social Sciences,journal
S188124791,"1740-0600","[""1740-0600"", ""1740-0619""]",International Journal of Public Policy,journal
S4210229908,"1865-7192","[""1865-7192"", ""2196-1395""]",dms – der moderne staat – Zeitschrift für Public Policy Recht und Management,journal
S2764881527,"0731-1265","[""0731-1265"", ""2331-4117""]",International Journal of Legal Information,journal
S4306464246,,"[]",Verlag Julius Klinkhardt eBooks,ebook platform
S145509444,"0497-1817","[""0497-1817"", ""2342-7256""]",Temenos - Nordic Journal for the Study of Religion,journal
S4210169096,"2152-2820","[""2152-2820"", ""2194-6051""]",Accounting Economics and Law - A Convivium,journal
S146701075,"0901-8328","[""0901-8328"", ""1502-7244""]",Scandinavian Journal of the Old Testament,journal
S4210229140,"1997-2911","[""1997-2911"", ""2782-4543""]",Philology Theory & Practice,journal
S2764560924,"1422-0857","[""1422-0857"", ""1663-4837""]",Crime Histoire et Sociétés,journal
S2765001677,"0974-8938","[""0974-8938"", ""0975-1920""]",Journal of South Asian Federation of Obstetrics and Gynaecology,journal
S2764881970,"1913-8059","[""1913-8059""]",Journal of Leadership Accountability and Ethics,journal
S203182681,"1536-7967","[""1536-7967"", ""1536-7975""]",Journal of Access Services,journal
S109156048,"1743-5234","[""1743-5234"", ""2040-090X""]",International Journal of Education through Art,journal
S4210196183,"1047-0042","[""1047-0042"", ""1875-8029""]",Research in urban sociology,book series
S2764421961,"1849-5664","[""1849-5664"", ""1849-5419""]",THE INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE AND BUSINESS ADMINISTRATION,journal
S4210225392,"2454-4116","[""2454-4116""]",International Journal of New Technology and Research,journal
S4210196578,"2379-9978","[""2379-9978"", ""2380-2014""]",Third World Thematics A TWQ Journal,journal
S4210214656,"1123-9883","[""1123-9883"", ""1724-2150""]",Mélanges de l'École française de Rome. Moyen Age,journal
S155426891,"1535-685X","[""1535-685X"", ""1541-2601""]",Law & Literature,journal
S173564668,"0144-932X","[""0144-932X"", ""1572-8625""]",Liverpool Law Review,journal
S4210201916,"0033-5525","[""0033-5525""]",Quarterly Journal of Crude Drug Research,journal
S4210168109,"0073-9855","[""0073-9855"", ""1983-3814"", ""2176-3844""]",REVISTA DO INSTITUTO ADOLFO LUTZ,journal
S134368790,"0718-0195","[""0718-0195"", ""0718-5200""]",Estudios constitucionales,journal
S4210170159,"0039-1735","[""0039-1735"", ""2309-5318""]",Stomatology,journal
S159328373,"0012-2033","[""0012-2033"", ""1540-6385""]",Dialog,journal
S69402063,"0913-5006","[""0913-5006"", ""1881-2732""]",Drug Delivery System,journal
S4210225597,"1644-9584","[""1644-9584"", ""2300-8792""]",Problemy Zarządzania - Management Issues,journal
S4210221017,"0486-4700","[""0486-4700""]",Res Publica,journal
S2764416082,"1929-4409","[""1929-4409""]",International Journal of Criminology and Sociology,journal
S4210235838,"1618-162X","[""1618-162X"", ""2196-6826""]",i-com,journal
S4210206650,"0027-738X","[""0027-738X""]",Nachrichten aus Chemie und Technik,journal
S4210168882,"1806-0374","[""1806-0374"", ""1806-9827"", ""2179-0302""]",PERIÓDICO TCHÊ QUÍMICA,journal
S176870413,"1416-3837","[""1416-3837"", ""1587-3803""]",Periodica Polytechnica Social and Management Sciences,journal
S128114691,"0048-2129","[""0048-2129"", ""2366-0481""]",ORDO,journal
S2764534072,"0709-5201","[""0709-5201"", ""2369-7180""]",Florilegium,journal
S4210169745,"1871-7381","[""1871-7381"", ""2215-1958""]",Studies in history and philosophy of science,book series
S4210214084,"0004-6973","[""0004-6973""]",Atmosphere,journal
S4210200275,"2040-3313","[""2040-3313"", ""2040-3321""]",Jurisprudence,journal
S87755169,"1468-2737","[""1468-2737"", ""1745-820X""]",Hispanic Research Journal,journal
S4210218449,"2694-6416","[""2694-6416"", ""2694-6424""]",Business Ethics the Environment & Responsibility,journal
S4210238672,"2571-8800","[""2571-8800""]",J — Multidisciplinary Scientific Journal,journal
S4210190075,"0039-3797","[""0039-3797"", ""2214-7136""]",Studies in Soviet Thought,journal
S4210168982,"1406-0949","[""1406-0949"", ""1406-0957""]",Folklore Electronic Journal of Folklore,journal
S141333782,"0026-9271","[""0026-9271"", ""1934-2810""]",Monatshefte,journal
S4210168455,"0915-4027","[""0915-4027"", ""1883-7417""]",Seikei-Kakou,journal
S85993209,"0217-7811","[""0217-7811"", ""2398-7375""]",Journal of Southeast Asian History,journal
S31441446,"1930-7365","[""1930-7365"", ""1944-6489""]",The Pluralist,journal
S127986950,"0049-8653","[""0049-8653"", ""2365-953X""]",Zeitschrift für Literaturwissenschaft und Linguistik,journal
S162477223,"0260-6755","[""0260-6755"", ""1947-248X""]",Parliaments Estates and Representation,journal
S2764516357,"2044-2513","[""2044-2513"", ""2044-2521""]",Asian Journal of International Law,journal
S89564548,"0341-4183","[""0341-4183"", ""1865-7648""]",BIBLIOTHEK Forschung und Praxis,journal
S4210217522,"0728-6023","[""0728-6023""]",Historical Studies Australia and New Zealand,journal
S4210194402,"0035-9629","[""0035-9629"", ""2543-9170""]",Ruch Prawniczy Ekonomiczny i Socjologiczny,journal
S4210179065,"1877-6361","[""1877-6361""]",Advanced series in management,book series
S2799221473,"2077-429X","[""2077-429X"", ""2077-4303""]",Risk Governance and Control Financial Markets & Institutions,journal
S92297264,"0925-9392","[""0925-9392"", ""1573-0948""]",Studies in East European Thought,journal
S176362085,"0971-9458","[""0971-9458"", ""0973-0753""]",The Medieval History Journal,journal
S4210193052,"1980-8585","[""1980-8585"", ""2237-9843""]",REMHU Revista Interdisciplinar da Mobilidade Humana,journal
S4210170828,"2380-1883","[""2380-1883"", ""2380-1891""]",Global Intellectual History,journal
S4210184277,"1570-2782","[""1570-2782"", ""2215-1966""]",Information technology and law series/Information technology & law series,book series
S4210199841,"1813-856X","[""1813-856X""]",Living Reviews in European Governance,journal
S4210239058,"2365-1792","[""2365-1792""]",Journal of Human Rights and Social Work,journal
S183902533,"1364-9809","[""1364-9809"", ""1755-1692""]",Edinburgh Law Review,journal
S4306519747,,"[]",Mens en Maatschappij,journal
S4210177766,"1863-1460","[""1863-1460"", ""2191-1975""]",Optik & Photonik,journal
S4306490186,,"[]",Universidad del Externado de Colombia eBooks,ebook platform
S71377650,"1406-099X","[""1406-099X"", ""2334-4385""]",Baltic Journal of Economics,journal
S4210208676,"1832-8660","[""1832-8660""]",Australasian Journal of Psychology and Philosophy,journal
S2764345595,"2067-2462","[""2067-2462""]",Management Research and Practice,journal
S4210236515,"1994-1471","[""1994-1471"", ""2782-1862""]",Actual Problems of Russian Law,journal
S4210177029,"0372-4123","[""0372-4123"", ""2415-8860""]",Ukrainian Botanical Journal,journal
S4210212394,"1726-541X","[""1726-541X"", ""2224-3380""]",Stellenbosch Papers in Linguistics Plus,journal
S4306464247,,"[]",Verlag Karl Alber eBooks,ebook platform
S4210172793,"1608-1021","[""1608-1021"", ""2617-0795""]",Progress in Physics of Metals,journal
S2738538773,"1300-0845","[""1300-0845"", ""2147-5377""]",Öneri Dergisi,journal
S990698749,"0033-2623","[""0033-2623"", ""2510-4187""]",PSYCHE,journal
S4458074,"1361-4169","[""1361-4169""]","Journal of information, law and technology",journal
S143608141,"0340-4528","[""0340-4528"", ""1865-9128""]",Internationales Archiv für Sozialgeschichte der deutschen Literatur,journal
S4210229259,"0001-6446","[""0001-6446"", ""1588-2667""]",Acta Orientalia,journal
S2764976862,"0949-328X","[""0949-328X"", ""1876-4339""]",Sports Orthopaedics and Traumatology,journal
S4210201855,"0175-6206","[""0175-6206"", ""1865-9403""]",Lexicographica - International Annual for Lexicography / Internationales Jahrbuch für Lexikographie,journal
S22056570,"0167-3831","[""0167-3831"", ""1876-0759""]",Grotiana,journal
S198995136,"0042-3955","[""0042-3955"", ""1984-6746""]",Veritas (Porto Alegre),journal
S87211547,"1139-1472","[""1139-1472"", ""2340-3659""]",Historia Agraria Revista de agricultura e historia rural,journal
S4210177001,"2197-4330","[""2197-4330"", ""2197-4322""]",Management-Reihe Corporate Social Responsibility,book series
S4210205689,"0373-6075","[""0373-6075"", ""2507-0185""]",Revue d histoire des textes,journal
S4210238080,"2732-5121","[""2732-5121""]",Open Research Europe,journal
S92491618,"0177-2309","[""0177-2309"", ""1438-8693""]",Notarzt,journal
S4210227004,"2079-5971","[""2079-5971""]",Oñati Socio-legal Series,journal
S4210200018,"1411-1438","[""1411-1438"", ""2338-8234""]",Jurnal Manajemen dan Kewirausahaan,journal
