"item_id_citing","item_id_cited","citing_pubyear","ref_seq_nr","ref_pubyear","ref_item_title","ref_source_title","ref_authors","ref_volume","scopus_ref_issue","ref_pages","ref_doi","wos_ref_article_number","scopus_ref_text","scopus_ref_fulltext","wos_citation_context","ref_pubyear_regexp"
"2-s2.0-84928415869","2-s2.0-79957754679",2009,61,2008,Soziales völkerrecht für eine solidarische völkergemeinschaft?,Juristenzeitung,{Kotzur},"63","265",,,,,"Kotzur, Soziales Völkerrecht für eine solidarische Völkergemeinschaft? 63 Juristenzeitung 265 (2008).",,
"2-s2.0-84929245648","2-s2.0-84892023017",2015,2,1998,Das Verhältnis zwischen den Unidroit-Grundsä tzen und den allgemeinen Grundsä tzen internationaler Einheitsprivatrechtskonventionen,Juristenzeitung,"{""Ferrari, F.""}","1",,"9",,,,"Ferrari, F. (1998). Das Verhä ltnis zwischen den Unidroit-Grundsä tzen und den allgemeinen Grundsä tzen internationaler Einheitsprivatrechtskonventionen. Juristenzeitung, 1, 9.",,
"2-s2.0-84930328523","2-s2.0-37949012474",2006,72,2005,Europäischer Haftbefehl und deutsches Verfassungsrecht,Juristenzeitung,"{""Vogel, J.""}","60",,"801",,,,"Joachim Vogel, Europäischer Haftbefehl und deutsches Verfassungsrecht 60 JURISTENZEITUNG 801 (2005).",,
"2-s2.0-84937330526","2-s2.0-85071386064",2000,39,1998,Gesetzliche Krankenversicherung zwischen Markt und Regulierung,Juristenzeitung (JZ),"{""Becker, U.""}",,,"534",,,,"idem, ""Gesetzliche Krankenversicherung zwischen Markt und Regulierung"", Juristenzeitung (JZ) 1998, p. 534 ff.;",,
"2-s2.0-84937541788","2-s2.0-84900267438",2013,5,1970,Die kodifizierung des widerstandsrechts im grundgesetz,Juristenzeitung,"{""Bockenforde, Christoph""}",,,"168-172",,,,"Bockenforde, Christoph (1970) ‘Die Kodifizierung des Widerstandsrechts im Grundgesetz’, Juristenzeitung: 168–172.",,
"2-s2.0-84937541788","2-s2.0-84900064934",2013,23,1971,Die abhorentscheidung des bundesverfassungsgerichts vom 15.12.1970,Juristenzeitung,"{""Haberle, Peter""}","26",,"145-156",,,,"Haberle, Peter (1971) ‘Die Abhorentscheidung des Bundesverfassungsgerichts vom 15.12.1970’, Juristenzeitung (26): 145–156.",,
"2-s2.0-84938587174","2-s2.0-85035479812",2015,15,,,Verschärfung der Oder Abschied Von der Neutralität?,"{""Heinig, H.M.""}",,,,,,,"Hans Michael Heinig, Verschärfung der oder Abschied von der Neutralität?, Juristenzeitung 2009, 1136-1140 (1138f.);",,
"2-s2.0-84938587174","2-s2.0-85035474879",2015,16,,,"Neutralität Ohne Inhalt, Juristenzeitung","{""Huster, S.""}",,,,,,,"dazu: Stefan Huster, Neutralität ohne Inhalt, Juristenzeitung 2010, 354-357",,
"2-s2.0-84938587174","2-s2.0-51849168994",2015,17,,,Juristenzeitung,"{""Neutralität, V.""}",,,,,,,"und wiederum ders., Verschleierte Neutralität, Juristenzeitung 2010, 357-360.",,
"2-s2.0-85011482292","2-s2.0-84917013204",2012,16,2001,Grundrechtsgemeinschaft als Verfassungsziel,Juristenzeitung,"{""Bogdandy, Armin von""}","56",,"157-171",,,,"Bogdandy Armin von (2001) ‘Grundrechtsgemeinschaft als Verfassungsziel’, Juristenzeitung 56: 157–71.",,
"2-s2.0-84938587174","2-s2.0-85035539074",2015,37,,,Der Niedersächsische Kirchenvertrag und das Heutige Deutsche Staatskirchenrecht,"{""Smend, R.""}",,,,,,,"Zur damaligen Interpretation des Loccumer Vertrages Rudolf Smend, der Niedersächsische Kirchenvertrag und das heutige deutsche Staatskirchenrecht, Juristenzeitung 1956, 50-53.",,
"2-s2.0-85016357833","2-s2.0-85016378607",2016,17,2012,Note on the decision of the German Federal Court (BGH),Juristenzeitung,{Hopfner},,,"473",,,,"Höpfner, 'Note on the decision of the German Federal Court (BGH)' (2012) Juristenzeitung 473.",,
"2-s2.0-84938880450","2-s2.0-84906308566",2015,11,2014,Eine verfassungswidrige Verfassungsgerichtsentscheidung - der Vorlagebeschluss des BVerfG vom 14.1.2014,Juristenzeitung,"{""Heun, W.""}","69",,"331",,,,"W. Heun, 'Eine verfassungswidrige Verfassungsgerichtsentscheidung - der Vorlagebeschluss des BVerfG vom 14.1.2014', 69 Juristenzeitung (2014) p. 331.",,
"2-s2.0-84938880450","2-s2.0-84938894708",2015,36,2009,Das neue Staatsschuldenrecht - zur zweiten Stufe der Föderalismusreform,Juristenzeitung,"{""Korioth, S.""}","64",,"729",,,p. 731,"S. Korioth, 'Das neue Staatsschuldenrecht - zur zweiten Stufe der Föderalismusreform', 64 Juristenzeitung (2009) p. 729 at p. 731.",,
"2-s2.0-84938880450","2-s2.0-84864802564",2015,43,2009,Konsolidierung der Staatsfinanzen mithilfe der neuen Schuldenregel,Juristenzeitung,"{""Seiler, C.""}","64",,"721",,,p. 721-728,"C. Seiler, 'Konsolidierung der Staatsfinanzen mithilfe der neuen Schuldenregel', 64 Juristenzeitung (2009) p. 721 at p. 721-728;",,
"2-s2.0-84938880450","2-s2.0-84865783213",2015,58,2012,"Auf dem weg in die europäische ""fiskalunion""?",Juristenzeitung,"{""Calliess, C."",""Schoenfleisch, C.""}","67",,"477",,,p. 485,"C. Calliess and C. Schoenfleisch, 'Auf dem Weg in die europäische ""Fiskalunion""?', 67 Juristenzeitung (2012) p. 477 at p. 485.",,
"2-s2.0-84938902525","2-s2.0-84938896844",2015,29,2014,EU-Freizügigkeit für nicht erwerbstätige Unionsbürger?,Juristenzeitung,"{""Hailbronner, K.""}",,,"869",,,,"K. Hailbronner, 'EU-Freizügigkeit für nicht erwerbstätige Unionsbürger?', Juristenzeitung (2014) p. 869",,
"2-s2.0-84939604279","2-s2.0-84939611286",2015,15,1983,VerbrechensbekämpfungdurchOpferbestrafung?,,{Ebert},,,"633-643",,,Juristenzeitung (JZ),"Ebert, ""VerbrechensbekämpfungdurchOpferbestrafung?"", Juristenzeitung (JZ) 1983, 633-643.",,
"2-s2.0-84942574385","2-s2.0-84883776646",2004,45,2004,"Enron, Worldcom und die Folgen: Das Wirtschaftsstrafrecht zwischen kriminalpolitischen Erwartungen und dogmatischen Erfordernissen",Juristenzeitung,"{""Hefendehl, R.""}","59",,"18",,,,"Roland Hefendehl, Enron, Worldcom und die Folgen: Das Wirtschaftsstrafrecht zwischen kriminalpolitischen Erwartungen und dogmatischen Erfordernissen, in: 59 JURISTENZEITUNG 18 (2004).",,
"2-s2.0-84948690356","2-s2.0-79960223533",2013,28,1982,Zur ethischen und strafrechtlichen Beurteilung der sogenannten Früheuthanasie,Juristenzeitung,"{""Kaufmann, A.""}","37","14","481",,,,Kaufmann A. Zur ethischen und strafrechtlichen Beurteilung der sogenannten Früheuthanasie. Juristenzeitung. 1982;37(14):481.,,
"2-s2.0-84949507348","2-s2.0-84949484292",2015,36,2013,Vertrag und Dritter—System der Wechselwirkungen zwischen Marktregulierung und Vertragsrechtsdogmatik,Juristenzeitung (JZ) (2013):379–388 (also forthcoming,"{""Grundmann, S."",""Renner, M.""}",,,,,,,"Grundmann S, Renner M (2013) Vertrag und Dritter—System der Wechselwirkungen zwischen Marktregulierung und Vertragsrechtsdogmatik. Juristenzeitung (JZ) (2013):379–388 (also forthcoming in English)",,
"2-s2.0-84952778699","2-s2.0-84952824164",2015,584,1987,"Eine Moselinsel, Kaiser Napoleon und das römische Recht",Juristenzeitung,"{""Kupisch, B.""}",,,"1017-1020",,,,"Kupisch, B. ‘Eine Moselinsel, Kaiser Napoleon und das römische Recht’. Juristenzeitung 1987: 1017-20.",,
"2-s2.0-84952778699","2-s2.0-84952824185",2015,710,2006,Corpus Iuris Civilis vol. IV,Juristenzeitung,"{""Meincke, J.P.""}",,,"299-300",,,,"Meincke, J. P. ‘Corpus Iuris Civilis vol. IV’. Juristenzeitung 2006: 299-300.",,
"2-s2.0-84952778699","2-s2.0-84888254121",2015,917,1967,Die deliktische Gehilfenhaftung in historischer Sicht,Juristenzeitung,"{""Seiler, H.H.""}",,,"525-529",,,,"Seiler, H.H. ‘Die deliktische Gehilfenhaftung in historischer Sicht’. Juristenzeitung 1967: 525-29.",,
"2-s2.0-84955644949","2-s2.0-84955684328",2014,6,2005,Mediation im Verwaltungsrecht,Juristenzeitung,"{""Härtel, I.""}","60",,"753-762",,,,Härtel I (2005) Mediation im Verwaltungsrecht. Juristenzeitung 60:753-762,,
"2-s2.0-84956767816","2-s2.0-30744458057",2015,76,1946,Gesetzliches unrecht und übergesetzliches recht,Süddeutsche Juristenzeitung,"{""Radbruch, G.""}","1","5","105-108",,,,Radbruch G (1946) Gesetzliches Unrecht und übergesetzliches Recht. Süddeutsche Juristenzeitung 1(5):105-108,,
"2-s2.0-84956767816","2-s2.0-30744458057",2015,294,1946,Gesetzliches unrecht und übergesetzliches recht,Süddeutsche Juristenzeitung,"{""Radbruch, G.""}","1","5","105-108",,,,Radbruch G (1946) Gesetzliches Unrecht und übergesetzliches Recht. Süddeutsche Juristenzeitung 1(5):105-108,,
"2-s2.0-84958690709","2-s2.0-84958699770",2014,7,2006,Die Europäisierung des Hochschulraumes,JuristenZeitung,"{""Kilian, M.""}","5",,"209 and 209",,,,"Matthias Kilian, 'Die Europäisierung des Hochschulraumes' (2006) 5 JuristenZeitung, 209, 209.",,
"2-s2.0-84964680237","2-s2.0-84964618709",2006,56,1990,Völker-und europarechtliche Fragen der deutschen Wiedervereinigung,Juristenzeitung,"{""Hailbronner, K.""}",,,"149",,,,"Hailbronner, Kay, Völker-und europarechtliche Fragen der deutschen Wiedervereinigung, Juristenzeitung 1990, p. 149.",,
"2-s2.0-84966614986","2-s2.0-7244249044",2009,228,1975,Die off ene Gesellschaft der Verfassungsinterpreten: Ein Beitrag zur pluralistischen und 'prozessualen' Verfassungsinterpretation,Juristenzeitung,"{""Häberle, P.""}","30",,"297-305",,,,"Häberle, Peter. Die off ene Gesellschaft der Verfassungsinterpreten: Ein Beitrag zur pluralistischen und 'prozessualen' Verfassungsinterpretation. 30 Juristenzeitung 297-305 (1975).",,
"2-s2.0-84996549330","2-s2.0-85058403810",2016,21,2015,"Anmerkung zu EuGH, Kolassa",JuristenZeitung (JZ),"{""von Hein, J.""}",,,"946",,,"949","J von Hein, “Anmerkung zu EuGH, Kolassa”, JuristenZeitung (JZ) 2015, 946, 949",,
"2-s2.0-84966930882","2-s2.0-30744458057",2008,28,1946,,"Gesetzliches Recht Und Ubergesetzliches Unrecht, Suddeutschen Juristenzeitung","{""Radbruch, G.""}",,,"105",,,F.R.G,"Gustav Radbruch, Gesetzliches Recht und ubergesetzliches Unrecht, Suddeutschen Juristenzeitung 105 (1946) (F.R.G.).",,
"2-s2.0-84982938432","2-s2.0-85026119177",2010,11,2009,"Europa kann es keine Salomos geben‟, Zur Geschichte des Begriffspaars Recht und Kultur",JuristenZeitung,"{""Hofmann, Hasso""}","64",,"1-10",,,,"Hasso Hofmann, „In Europa kann es keine Salomos geben‟, Zur Geschichte des Begriffspaars Recht und Kultur, in: JuristenZeitung 64 (2009), S. 1-10",,
"2-s2.0-84982938432","2-s2.0-85026119177",2010,21,2009,"Europa kann es keine Salomos geben‟, Zur Geschichte des Begriffspaars Recht und Kultur",JuristenZeitung,"{""Hofmann, Hasso""}","64",,"1-10",,,,"Hasso Hofmann, „In Europa kann es keine Salomos geben‟, Zur Geschichte des Begriffspaars Recht und Kultur, in: JuristenZeitung 64 (2009), S. 1-10",,
"2-s2.0-84988449047","2-s2.0-84876749740",2016,9,2012,Die gesetzliche Regelung der Präimplantationsdiagnostik,Juristenzeitung,"{""Frister, H."",""Lehmann, M.""}","13",,"659-667",,,,"Frister H, Lehmann M (2012) Die gesetzliche Regelung der Präimplantationsdiagnostik. Juristenzeitung 13:659–667",,
"2-s2.0-84988449047","2-s2.0-85003364742",2016,13,2013,Die Neuregelung der Präimplantationsdiagnostik durch § 3a Embryonenschutzgesetz,Juristenzeitung,"{""Frommel, M.""}","68",,"488-495",,,,"Frommel M (2013) Die Neuregelung der Präimplantationsdiagnostik durch § 3a Embryonenschutzgesetz, Juristenzeitung 68:488–495",,
"2-s2.0-84990884352","2-s2.0-85037146076",2006,123,2002,Das tierschutzrechtliche Verbot des Schechtens aus der Sichl des Bundesverfassungsgerichts,JuristenZeitung,"{""Kastner, K.H.""}","57",,"491, 492",,,,"K.H. Kastner, Das tierschutzrechtliche Verbot des Schechtens aus der Sichl des Bundesverfassungsgerichts, 57 JuristenZeitung 491, 492 (2002).",,
"2-s2.0-85013134740","2-s2.0-13144291237",2009,24,1988,Die Praxis des Anhalteverfahrens. Ergebnisse einer soziologischen Untersuchung,Ö Sterreichische Juristenzeitung,"{""Forster, R.""}","43",,"257-268",,,,"Forster, R. (1988). Die Praxis des Anhalteverfahrens. Ergebnisse einer soziologischen Untersuchung. Ö sterreichische Juristenzeitung, 43, 257–268.",,
"2-s2.0-85015236489","2-s2.0-27144443235",2009,13,1995,Braucht Europa eine Verfassung?,Juristenzeitung,"{""Grimm, Dieter""}","50",,"581-591",,,,"Grimm, Dieter. 1995. “Braucht Europa eine Verfassung?”. Juristenzeitung, 50:581–91.",,
"2-s2.0-85016261447","2-s2.0-85021629550",2015,11,1984,"Das Ermessen der öffentlichen Verwaltung - Entwicklung, Funktionen, Gerichtskontrolle",JuristenZeitung,"{""Bullinger, Martin""}","39","22","1001-1009",,,,"Bullinger, Martin. 1984. Das Ermessen der öffentlichen Verwaltung - Entwicklung, Funktionen, Gerichtskontrolle. JuristenZeitung 39 (22): 1001–1009.",,
"2-s2.0-85019914923","2-s2.0-85019875863",2017,53,2005,Parteispendenakquisition und vorteilsannahme,Juristenzeitung,"{""Kargl, W.""}",,"10","503",,,y ss,"KARGL, Walter, ""Parteispendenakquisition und Vorteilsannahme"", Juristenzeitung No. 10 (2005), pp. 503 y ss.",,
"2-s2.0-85019914923","2-s2.0-85019932637",2017,118,1967,Abstrakt-konkrete gefährdungsdelikte?,Juristenzeitung,"{""Schröder, H.""}","28",,"522",,,y ss,"SCHRÖDER, Horst, ""Abstrakt-konkrete Gefährdungsdelikte?"", Juristenzeitung 28 (1967), pp. 522 y ss.",,
"2-s2.0-85019914923","2-s2.0-84880901607",2017,130,1986,Die bekämpfung der wirtschaftskriminalität durch den gesetzgeber,Juristenzeitung,"{""Tiedemann, K.""}",,,"865",,,"Octubre, y ss","TIEDEMANN, Klaus, ""Die Bekämpfung der Wirtschaftskriminalität durch den Gesetzgeber"", Juristenzeitung, Octubre, 1986, pp. 865 y ss.",,
"2-s2.0-85020537942","2-s2.0-85020540764",2017,24,2012,Anmerkung,JuristenZeitung,"{""Purnhagen, K.""}","67",,"743",,,,"K. Purnhagen, ""Anmerkung"" (2012) 67 JuristenZeitung 743",,
"2-s2.0-85020537942","2-s2.0-85020540764",2017,88,2012,Anmerkung,Juristenzeitung,{Purnhagen},"67",,"743",,,,"See Purnhagen, ""Anmerkung"" (2012) 67 Juristenzeitung 743.",,
"2-s2.0-85023697120","2-s2.0-85023665939",2008,30,2003,,"Familienwahlrecht Und Grundgesetz, In: Juristenzeitung","{""Schroeder, W.""}",,,"922",,,,"W. Schroeder, Familienwahlrecht und Grundgesetz, in: Juristenzeitung(2003), S. 922.",,
"2-s2.0-85023697120","2-s2.0-0347275518",2008,35,1996,Uber das Minderjährigenwahlrecht,Juristenzeitung,"{""Hattenhauer, H.""}",,,"16",,,,"H. Hattenhauer, ‘Uber das Minderjährigenwahlrecht’, Juristenzeitung (1996), S. 16.",,
"2-s2.0-85025581316","2-s2.0-85044149134",2018,14,2004,Mobilität und Restrukturierung von Unternehmen im Binnenmarkt,Juristenzeitung,"{""Eidenmüller, H.""}",,,"32",,,,"H Eidenmüller, ‘Mobilität und Restrukturierung von Unternehmen im Binnenmarkt’ (2004) Juristenzeitung 32",,
"2-s2.0-85026034169","2-s2.0-85026035494",2007,5,1995,Geleitwort zum 50,Jahrgang der Juristenzeitung,{Bader},,,"1",,,,"Bader, Geleitwort zum 50. Jahrgang der Juristenzeitung, 1995, S. 1.",,
"2-s2.0-85026913442","2-s2.0-85026900415",2009,108,1949,Anmerkung zu OGHBrZ,Süddeutsche Juristenzeitung (SJZ),"{""Schmidt, E.""}",,,"450",,,C 347 y ss.,"SCHMIDT, Eberhard, ""Anmerkung zu OGHBrZ."", Süddeutsche Juristenzeitung (SJZ) (1949), C 347 y ss., p. 450.",,
"2-s2.0-85027056438","2-s2.0-85027058784",2013,2,2004,,Private und betriebliche Altersvorsorge zwischen Sicherheit und Selbstverantwortung (Private and occupational old-age insurance between security and self-determination),"{""Becker, U.""}",,,"846",,,"Juristenzeitung (JZ), et seq","Becker U (2004) Private und betriebliche Altersvorsorge zwischen Sicherheit und Selbstverantwortung (Private and occupational old-age insurance between security and self-determination), Juristenzeitung (JZ), pp 846 et seq",,
"2-s2.0-85034397345","2-s2.0-78650044257",2017,15,2009,Volkssouveränität und Demokratie ernst genommen-Zum Lissabon-Urteil des BVerfG,,"{""Gärditz, K.F."",""Hillgruber, C.""}",,,"872",,,"Juristenzeitung, et seqq","Gärditz KF, Hillgruber C (2009) Volkssouveränität und Demokratie ernst genommen-Zum Lissabon-Urteil des BVerfG. Juristenzeitung, pp 872 et seqq",,
"2-s2.0-84927081574","2-s2.0-85177492991",2003,43,2003,,JURISTENZEITUNG,,"956",,"958",,,"BVerfG, sub III","BVerfG, JURISTENZEITUNG 956, 958 (2003) sub III.",,
"2-s2.0-84927081574","2-s2.0-85177492991",2003,44,2003,,JURISTENZEITUNG,,"956",,"958",,,"BVerfG, sub III.2","BVerfG, JURISTENZEITUNG 956, 958 (2003) sub III.2)",,
"2-s2.0-84927081574","2-s2.0-85177494295",2003,45,2003,,JURISTENZEITUNG 956,,,,"958",,,"BVerfG, sub III. 2), 2nd section","BVerfG, JURISTENZEITUNG 956, 958 (2003) sub III. 2), 2nd section",,
"2-s2.0-84927081574","2-s2.0-85177493442",2003,46,2003,,Statement of Facts,,,,,,,"BVerfG, JURISTENZEITUNG 956","BVerfG, JURISTENZEITUNG 956 (2003), Statement of Facts",,
"2-s2.0-84928294864","2-s2.0-84928286243",2005,68,1997,"Anmerkung zu eugh, rs. C24/95, urteil vom 20.3.1997",Juristenzeitung,"{""Classen, Claus Dieter""}","52","14","724-726",,,,"Classen, Claus Dieter 1997, “Anmerkung zu EuGH, Rs. C24/95, Urteil vom 20.3.1997,” Juristenzeitung 52(14): 724–6.",,
"2-s2.0-84929573805","2-s2.0-33747595520",2013,6,2005,Die bedeutung der neuen willensfreiheitdebatte für das recht,Deutsche) Juristen Zeitung,"{""Hochhuth, M.""}","15-16",,"745-753",,,,Hochhuth M. (2005). Die Bedeutung der neuen Willensfreiheitdebatte für das Recht. (Deutsche) JuristenZeitung 15-16:745-753,,
"2-s2.0-84929732482","2-s2.0-84881979037",2011,188,1904,Das Recht an Denkmälern und Altertumsfunden,Deutsche Juristenzeitung,"{""Kohler, J.""}","9",,"771-778",,,,"Kohler, J., 'Das Recht an Denkmälern und Altertumsfunden', Deutsche Juristenzeitung, 9 (1904), cols. 771-8.",,
"2-s2.0-85021860894","2-s2.0-85022009518",2017,37,2009,Körperschaftsaustritt oder Kirchenaustritt? Der sogenannte Kirchenaustritt im Schnittfeld von staatlichem Verfassungsrecht und katholischem Kirchenrecht,Juristenzeitung,"{""Muckel, S.""}","4",,"174-182",,,,"Bližšie k tejto problematike pozri Stefan Muckel, ""Körperschaftsaustritt oder Kirchenaustritt? Der sogenannte Kirchenaustritt im Schnittfeld von staatlichem Verfassungsrecht und katholischem Kirchenrecht, "" Juristenzeitung 4 (2009): 174-182.",,
"2-s2.0-84931435488","2-s2.0-84888243436",2009,70,1993,"Das römisch-kanonische ius commune als Grundlage europäischer Rechtseinheit’ in Juristenzeitung 1992 8–20; and ‘Heard melodies are sweet, but those unheard are sweeter . . .’ Condicio tacita, implied condition, und die Fortbildung des europäischen Vertragsrechts",Archiv für Civilistische Praxis,"{""Zimmermann, Reinhard""}","193",,"121-173",,,,"Reinhard Zimmermann, ‘Das römisch-kanonische ius commune als Grundlage europäischer Rechtseinheit’ in Juristenzeitung 1992 8–20; and ‘Heard melodies are sweet, but those unheard are sweeter . . .’ Condicio tacita, implied condition, und die Fortbildung des europäischen Vertragsrechts’ in (1993) 193 Archiv für civilistische Praxis 121–73.",,
"2-s2.0-84937539305","2-s2.0-84937568974",2006,159,1996,Symposium: UNIDROIT Principles of International Commercial Contracts,Juristenzeitung,"{""Schlechtriem, P.""}",,,"191-192",,,,"SCHLECHTRIEM P., Symposium: UNIDROIT Principles of International Commercial Contracts, in Juristenzeitung 1996, 191-192.",,
"2-s2.0-84937539305","2-s2.0-84891564374",2006,196,1999,Einheitliche Rechtsstrukturen durch außergesetzilche Rechtsvereinheitlichung,Juristenzeitung,"{""Berger, K.P.""}",,"8","369-377",,,,"BERGER K.P., Einheitliche Rechtsstrukturen durch außergesetzilche Rechtsvereinheitlichung, in Juristenzeitung, n. 8, 1999, 369-377.",,
"2-s2.0-84937539305","2-s2.0-84906022573",2006,306,1996,Das Privatrecht am Ausgang des 20.Jahrhunders: Deutschland -Europa - und die Welt,Juristenzeitung,"{""Sandrock, O.""}",,,"1-9",,,,"SANDROCK O., Das Privatrecht am Ausgang des 20.Jahrhunders: Deutschland -Europa - und die Welt, in Juristenzeitung, 1996, 1-9.",,
"2-s2.0-84937539305","2-s2.0-84892023017",2006,445,1998,Das Verhältnis zwischen den UNIDROIT-Grundsätzen und den allgemeinen Grundsätzen internationaler Einheitsprivatrecht-konvention,Juristenzeitung,"{""Ferrari, F.""}",,"1","9-17",,,,"FERRARI F., Das Verhältnis zwischen den UNIDROIT-Grundsätzen und den allgemeinen Grundsätzen internationaler Einheitsprivatrecht-konvention, in Juristenzeitung, n. 1, 1998, 9-17.",,
"2-s2.0-84937607303","2-s2.0-84888225903",2002,21,1995,Konturen eines Europäischen Vertragsrechts,Juristenzeitung,"{""Zimmermann, R.""}",,,"477-491",,,,"R. ZIMMERMANN, “Konturen eines Europäischen Vertragsrechts”, Juristenzeitung, 1995, 477-491;",,
"2-s2.0-84944068649","2-s2.0-84944076332",2015,67,1989,Ausländerwahlrecht und grundgesetzliche Demokratie,Juristenzeitung,"{""Bryde, B.-O.""}","44","6","257-304",,,"Ausländerwahlrecht, 1989","Bryde, Brun-Otto [Ausländerwahlrecht, 1989]: Ausländerwahlrecht und grundgesetzliche Demokratie, in: Juristenzeitung, vol. 44 (1989), no. 6, pp. 257-304",,
