"citing_keyword","item_cnt"
"{""Administrative Law"",""European Legal Systems"",Judgement,""Legal Interpretation"",""Member state"",""Position (finance)"",""Preliminary ruling""}",1
"{""Administrative Law"",""Good Administration"",""Legal Philosophy""}",1
"{""Administrative Law"",Judgement}",1
"{""Administrative Law"",""Legal certainty"",""Principle of legality""}",1
"{""Administrative Law"",""Procedural law""}",1
"{""Administrative Law"",""Rule of law""}",1
"{""Administrative Law"",""Scope (computer science)""}",1
"{Admiration,""Alcoholics Anonymous"",""Colonial Psychiatry""}",1
"{Admiration,""Ancient Poetry"",""Expression (computer science)"",Greeks}",1
"{Admiration,Beauty,Craft,Portraiture,""Value (mathematics)""}",1
"{Admiration,""Ego psychology"",""Freud's Psychoanalytic Theories"",Psychoanalysis}",1
"{Admiration,Glory}",1
"{Admiration,Patience,Philosophy}",1
"{""Admissible evidence"",Directive,""European Arrest Warrant"",Judgement,""Possession (linguistics)""}",1
"{""Adnexal Neoplasms""}",1
"{Adobe,Anthropology,Download}",1
"{Adobe,Download,Propaganda}",1
"{""Adolescent and Young Adult Oncology"",""Childhood Cancer Survivor Study"",Hematology}",1
"{""Adolescent Autonomy"",""Children and Adolescents"",""Parental Discretion"",""Patient Rights"",Pediatrics}",1
"{""Adolescent Autonomy"",""Children's Rights"",""Parental Discretion"",Pediatrics}",1
"{""Adolescent Behavior"",Adolescents,""Depression (economics)"",""Experiential avoidance"",""Media Exposure"",""Parental Mediation"",Parenting,""Smartphone addiction""}",1
"{""Adolescent development"",""Student Behavior""}",1
"{""Adolescent Development"",""Child sexual abuse"",""Nonverbal Behavior"",""Psychophysiological Measures""}",1
"{""Adolescent Development"",""Framing (construction)"",""Life Skills Development"",""Positive Youth Development"",Realm,""Spiritual development"",Spirituality,""Youth Development Programs""}",1
"{""Adolescent Development"",""Psychological research"",Ukrainian}",1
"{""Adolescent Drug Use"",""Data extraction"",""Prevention Efforts"",PsycINFO}",1
"{""Adolescent Gambling"",Paternalism,""Pathological Gambling"",Phenomenon}",1
"{""Adolescent Mental Health"",""Criminal Law"",""Psychiatric Evaluation"",""Youth Offenders"",""Youth Social Withdrawal""}",1
"{""Adolescent Mental Health"",""Family and Community Involvement"",""School Refusal Behavior"",""Youth Homelessness"",""Youth Social Withdrawal""}",1
"{Adolescents,""Skinfold thickness""}",1
"{""Adomian decomposition method"",""Finite Difference Schemes"",Ode,""Predator-Prey Interactions"",""Runge–Kutta methods""}",1
"{Adornment,""Expression (computer science)"",Identity,Mores}",1
"{""Adrenocortical Carcinoma"",""Biochemical Diagnosis"",""Imaging Characteristics"",Radiosurgery,""Tumor Control""}",1
"{""Adsorbent Materials"",""Air separation"",""CO2 Separation"",""Gas Separation Performance"",""Membrane Gas Separation""}",1
"{Adsorption,Biosorption}",1
"{Adsorption,""Chemical shift""}",1
"{Adsorption,""Gemini surfactants"",""Interfacial phenomena"",Microemulsions,Surfactants}",1
"{""Adsorption Properties"",""Corrosion Behavior"",""Corrosion Rate Measurement""}",1
"{""Adsorption Properties"",Crystallography,""Crystal Structures"",""Hyperspectral Imaging"",""Powder Diffraction""}",1
"{""Adsorption Properties"",""Degradation (telecommunications)"",""Linear low-density polyethylene"",Passivation,Photodegradation,""Titanium dioxide""}",1
"{""Adsorption Properties"",""Formaldehyde Exposure"",""Solubility Parameters"",Trioxane}",1
"{""Adsorption Properties"",""Metal Corrosion""}",1
"{""Adsorption Properties"",""Solubility Parameters"",Trioxane}",1
"{""Adult Attachment"",Attachment,Cooperation,Values}",1
"{""Adult Attachment"",""Cancer Survivorship"",""Intimate Relationships"",""Marital Quality"",Relationships}",1
"{Adultery,""Age Estimation"",Girl,""Medical record""}",1
"{Adultery,Alimony,""Canon law"",""Civil code"",Dowry,""Inheritance (genetic algorithm)"",""Legal History"",""Marriage law"",Remarriage}",1
"{Adultery,""Anglo saxon"",""Germanic languages"",History}",1
"{Adultery,""Canon law"",""Medieval Society""}",1
"{Adultery,Cruelty,Legislator}",1
"{Adultery,Daughter,Impunity,""Legal History""}",1
"{Adultery,""Early modern Europe"",Witch}",1
"{Adultery,""Economic History""}",1
"{""Adult Literacy and Numeracy""}",1
"{""Advance Care Planning"",""Heart Failure"",""ICU Care"",""Long-Term Care"",""Person-Centered Care""}",1
"{""Advanced Photon Source"",""Coherent Diffractive Imaging"",""Diffraction Microscopy"",Imaging,""Photon energy"",""Spectral Imaging""}",1
"{""Advanced Practice Nursing"",""Cardiac Rehabilitation"",""Nurse Practitioners"",Rehabilitation}",1
"{""Adventure Tourism"",""Alpine Skiing"",""Environmental Activism"",Skiing,Snowboarding}",1
"{""Adverse Childhood Experiences"",""Children's Participation"",""Child Rights"",Maltreatment,""Research with Children""}",1
"{""Adverse Childhood Experiences"",""Criminal responsibility""}",1
"{""Adverse Childhood Experiences"",""White (mutation)""}",1
"{""Adverse Drug Reactions""}",1
"{""Adverse Events"",""Incidence of Adverse Events"",""Malpractice Risk"",""Medical Errors"",""Medical Overuse""}",1
"{""Adverse possession"",""European Private Law"",""Legal Harmonization"",""Numerus clausus""}",1
"{""Adverse possession"",""Legal History"",""Monopolistic competition"",""Possession (linguistics)""}",1
"{""Adverse selection"",""Medieval Economic Thought""}",1
"{Advertising,Arts,Media,""Media Representation"",Society}",1
"{""Advice (programming)"",Banking,""Empirical evidence"",""Empirical research"",Self-interest}",1
"{""Advice (programming)"",Directive,""Informed Consent"",""Legal advice""}",1
"{""Advisory committee"",""Affect (linguistics)"",""International Trade Law""}",1
"{""Advisory opinion"",""Arab nationalism"",Covenant,""Subject-matter jurisdiction""}",1
"{""Advisory opinion"",""Declaration of independence"",""Independence (probability theory)"",""International Recognition"",""Majority opinion"",""Principle of legality"",Secession}",1
"{""Advisory opinion"",""Dissenting opinion"",""International Recognition""}",1
"{""Aerial Survey""}",1
"{""Aerodynamic Characteristics""}",1
"{""Aerodynamic Coupling"",""Aircraft Modeling and Simulation"",Fuselage,""Lift (data mining)""}",1
"{Aeroelasticity,""Flow Control"",""Flow Structures"",""Jet Noise""}",1
"{Aerogels,Alkalinity,Aluminate,""Sodium aluminate""}",1
"{""Aerosol Filtration""}",1
"{""Aerosol Formation"",Aerosols,""Atmospheric Aerosols"",""Organic Aerosol"",""Satellite Observations""}",1
"{""Aerosol Formation"",""Flash photolysis"",""Isothermal process"",""Nitric acid"",""Nitrogen dioxide""}",1
"{""Aerosol Therapy""}",1
"{""Aerospace Applications"",""Diffusion in Alloys"",""Hardening (computing)"",Microstructures,""TiAl Alloys"",""Titanium alloy"",""Titanium Alloys"",""Volume fraction""}",1
"{""Aerostructural Analysis"",Airframe,""Industrial design"",""Scope (computer science)""}",1
"{""Aesthetic Intelligence"",Aesthetics,""Color Harmony"",""Color Psychology"",Pigmentation}",1
{Aesthetics},1
"{Aesthetics,""Contemporary Art"",""Modernism (music)"",Postmodernism,""Relational Aesthetics"",ruins}",1
"{Aesthetics,Globalization,Representation,Sustainability,""Visual Representation""}",1
"{Aesthetics,Media}",1
"{Aesthetics,Representation,Sustainability}",1
"{Affect,Materiality}",1
"{""Affect and Emotion in Law"",Arbitrariness,Misrepresentation,Neutrality,""Objectivity (philosophy)"",Obligation}",1
"{""Affect and Emotion in Law"",Archetype,Realm,""Value (mathematics)""}",1
"{""Affect and Emotion in Law"",""Argument (complex analysis)"",Explication,Positivism}",1
"{""Affect and Emotion in Law"",Ascription,""Defeasible estate"",""Defeasible reasoning"",Reasoning}",1
"{""Affect and Emotion in Law"",Assertion}",1
"{""Affect and Emotion in Law"",""Campus Sexual Assault"",""Sexual Assault Perpetration"",""Sexual Violence Prevention"",""Surveillance Law""}",1
"{""Affect and Emotion in Law"",Causation,""Ethics of Courtroom Imagery"",""Law and Film"",""Legal Semiotics"",""Visual Jurisprudence""}",1
"{""Affect and Emotion in Law"",""Circumstantial evidence"",Deliberation,Innocence,Plea}",1
"{""Affect and Emotion in Law"",""Comparative Law"",""Legal Methodology"",""Legal Semiotics"",Presumption,""Visual Jurisprudence""}",1
"{""Affect and Emotion in Law"",Constitutionalism,""Divergence (linguistics)"",Phenomenon,Realm,""Similarity (geometry)""}",1
"{""Affect and Emotion in Law"",""Constitutional review"",""Legal Consciousness"",""Proportionality (law)""}",1
"{""Affect and Emotion in Law"",""Courtroom Design"",Nothing}",1
"{""Affect and Emotion in Law"",""Cultural Anthropology"",""Cultural property"",Romance}",1
"{""Affect and Emotion in Law"",Dialectic,""Legal Semiotics""}",1
"{""Affect and Emotion in Law"",Discipline,""Legalism (Western philosophy)"",Presupposition}",1
"{""Affect and Emotion in Law"",""Discourse ethics""}",1
"{""Affect and Emotion in Law"",""Ethics of Courtroom Imagery"",""Law and Film"",Photography,""Visual Jurisprudence""}",1
"{""Affect and Emotion in Law"",""Freedom of expression"",""Political process""}",1
"{""Affect and Emotion in Law"",Genius,Improvisation,Realm}",1
"{""Affect and Emotion in Law"",""Hate crime""}",1
"{""Affect and Emotion in Law"",Hatred}",1
"{""Affect and Emotion in Law"",Hermeneutics,""Legal positivism"",Positivism}",1
"{""Affect and Emotion in Law"",""Irrational number"",""The Symbolic""}",1
"{""Affect and Emotion in Law"",Joke,Seriousness}",1
"{""Affect and Emotion in Law"",""Law and Film"",""Legal norm"",""Legal Pluralism"",""Legal Research"",""Legal Semiotics""}",1
"{""Affect and Emotion in Law"",""Law and Film"",""Legal Semiotics"",""Transitional Justice"",""Visual Jurisprudence""}",1
"{""Affect and Emotion in Law"",""Lay Participation"",""Legal Proceedings"",""Transitional Justice"",""Visual Jurisprudence""}",1
"{""Affect and Emotion in Law"",""Legal Semiotics""}",1
"{""Affect and Emotion in Law"",""Objectivity (philosophy)"",Rigour}",1
"{""Affect and Emotion in Law"",Oppression,Toleration}",1
"{""Affect and Emotion in Law"",Stanza}",1
"{""Affect and Emotion in Law"",""Value (mathematics)""}",1
"{Affection,""Ancient Poetry"",""Fragment (logic)"",Socialization,""Statement (logic)"",""Value (mathematics)""}",1
"{Affection,Archbishop,Betrayal,""Public Opinion"",Worship}",1
"{Affection,Inheritance,""Testamentary trust"",Unanimity}",1
"{""Affective Computing"",""Application programming interface""}",1
"{""Affect (linguistics)"",""Appraisal Theory"",Blame,""Moral Judgment"",""Punishment (psychology)"",""Punitive damages"",Scapegoat,Temptation}",1
"{""Affect (linguistics)"",Bureaucracy,""Policy Appraisal""}",1
"{""Affect (linguistics)"",""Child care"",""Family Caregiving"",""Quality time""}",1
"{""Affect (linguistics)"",""Child Development"",""Late childhood"",""Welfare Reform""}",1
"{""Affect (linguistics)"",""China-Africa Relations""}",1
"{""Affect (linguistics)"",""Chinese americans"",""Chinese culture"",""Cultural Influences on Negotiation"",""Emotions in Negotiations"",Guanxi,""Leverage (statistics)"",""Trust in Negotiations""}",1
"{""Affect (linguistics)"",""Christian ethics"",""Good and evil"",Judgement,""Medieval Theology""}",1
"{""Affect (linguistics)"",""Company Governance"",""Corporate group"",""European Company Law"",""Parent company""}",1
"{""Affect (linguistics)"",""Criminal Law""}",1
"{""Affect (linguistics)"",""Cultural History"",""Materiality (auditing)""}",1
"{""Affect (linguistics)"",Decision-making,""Decision Support"",""Healthcare Decision Making"",Heuristics,""Response time"",""Reward Processing"",""Time Discounting""}",1
"{""Affect (linguistics)"",Delegation,""Election Effects"",Remuneration,Salary}",1
"{""Affect (linguistics)"",dialogue,Phrase,Romance}",1
"{""Affect (linguistics)"",Emotions,Empathy,Gratitude,""Prosocial behavior""}",1
"{""Affect (linguistics)"",""Employee Engagement"",""Job Satisfaction""}",1
"{""Affect (linguistics)"",Introspection,""Language Acquisition"",""Language Anxiety"",""Language Learning"",""Language Learning Strategies"",""Language Teaching""}",1
"{""Affect (linguistics)"",""Learning Satisfaction"",""Salience (neuroscience)""}",1
"{""Affect (linguistics)"",""Legal Consciousness""}",1
"{""Affect (linguistics)"",""Legal Harmonization"",""Same sex""}",1
"{""Affect (linguistics)"",""Position (finance)"",""Promotion (chess)"",""Sample (material)"",""Work and Family""}",1
"{""Affect (linguistics)"",""Private International Law""}",1
"{""Affect (linguistics)"",""Racial profiling"",""Social Boundaries"",""White (mutation)""}",1
"{""Affect (linguistics)"",""Social assistance"",""Social Policy""}",1
"{""Affordable housing"",Embeddedness,""Sustainability in Declining Cities""}",1
"{""Affordable housing"",""Plea Bargaining"",Toolbox}",1
"{Affordance,Prototyping}",1
"{Afghan,Torture,""Transnational Legal Pluralism"",""Vulnerability (computing)""}",1
{Afghanistan},1
{Aflatoxin},1
"{""African Christianity"",Polity}",1
"{""African elephant"",Poaching,""Rangeland Degradation""}",1
"{""African Ethics"",""African Philosophy"",Atheism,""Belief in God"",Divination,""Religious belief""}",1
"{""African Ethics"",Colonialism,""History of Africa""}",1
"{""African History"",""Christian ministry"",""Depression (economics)"",""Great Depression"",""Stimulus (psychology)""}",1
"{""African History"",CONQUEST,Hausa,""History of Africa"",Swahili,Yoruba}",1
"{""African History"",CONQUEST,""Investment (military)""}",1
"{""African History"",""Dominance (genetics)""}",1
"{""African History"",Famine,""Possession (linguistics)""}",1
"{""African History"",Historiography}",1
"{""African History"",Microhistory}",1
"{""African Philosophy"",""Argument (complex analysis)"",Dignity,""Relevance (law)""}",1
"{""African studies""}",1
"{""African Union""}",1
"{""African Union"",""European Union"",""Human Rights"",""Schengen Area"",""United Nations""}",1
"{Afrofuturism,Environmentalism,""New Materialism"",Post-Apocalyptic,Posthumanism}",1
"{Afterlife,Assertion,Atheism,Denial,Falsity,Piety,Proposition}",1
"{Afterlife,""Church History"",Denunciation,""Late Antiquity"",""Medieval art"",""Motif (music)"",Sculpture}",1
"{Afterlife,Feudalism,Honour,""Legal History"",Prestige}",1
"{Afterlife,Medieval,Purgatory}",1
"{Agaricus,""Medicinal Mushrooms"",""Plant biochemistry""}",1
"{""Age discrimination"",""Algorithmic Control""}",1
"{""Age discrimination"",""Disparate impact"",""Employee Motivation"",""Employment Discrimination"",""Equal employment opportunity"",""Executive order"",""Promotion (chess)""}",1
"{""Age Discrimination"",""Aging Population"",""Aging Workforce"",""Employment Patterns"",""Labor Force Participation""}",1
"{""Age Discrimination"",""Care work"",""Entitlement (fair division)""}",1
"{""Age Estimation"",""Bone Age Assessment"",""Dental Age Estimation"",""Osteological Analysis""}",1
"{""Age groups"",""Allergic Contact Dermatitis"",""Contact Allergy"",""Drug Hypersensitivity"",""Immune reaction"",""Skin Sensitization""}",1
"{""Agency cost"",""Corporate Environmentalism"",""Good governance""}",1
"{""Agency cost"",""Corporate Valuation"",""Equity (law)"",""Free cash flow"",""Public offering"",""Valuation effects""}",1
"{""Agency cost"",Externality,Lawsuit,""Ownership Structure"",""Shareholder loan""}",1
